description,segment,category,subcategory
CHOC TALENTO RECH 85g TORT HOLAND,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC TALENTO RECH 85gTORT HOLAND
CHOC VEGAN NESTLE KITKAT 41 5G-TA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC VEGAN NESTLE KITKAT 415G-TA
CHOC WAFER BIS BLACK PRETO 100 8G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER BIS BLACK PRETO 1008G
CHOC WAFER LACTA BIS BLACK 100 8G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHOC WAFER LACTA BIS BLACK 1008G
GELEIA HOMEMADE T MONICA 230G MOR,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GELEIA HOMEMADE T MONICA 230GMOR
GELEIA ARISCO MOCOTO 220G NATURAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GELEIA ARISCO MOCOTO 220GNATURAL
GOIABADA CASCAO PREDILECTA 1 01KG,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOIABADA CASCAO PREDILECTA 101KG
CHIC TRIDENT MAX 16 5G MENTABERRY,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES CHIC TRIDENT MAX 165G MENTABERRY
GOMA MASC MENTOS TUTTI FRESH 8 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC MENTOS TUTTI FRESH 85G
GOMA MASC TRIDENT 14S 25 2G MENTA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC TRIDENT 14S 252G MENTA
GOMA MASC TRIDENT 30 6G BLUEBERRY,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC TRIDENT 306G BLUEBERRY
GOMA MASC TRIDENT 30 6G SPEARMINT,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC TRIDENT 306G SPEARMINT
GOMA MASC TRIDENT BLUEBERRY 30 6G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC TRIDENT BLUEBERRY 306G
GOMA MASC TRIDENT SPEARMINT 30 6G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASC TRIDENT SPEARMINT 306G
GOMA MASCAR MENTOS 56G FRESH MINT,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASCAR MENTOS 56GFRESH MINT
GOMA MASCAR MENTOS STRONG MI 8 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES GOMA MASCAR MENTOS STRONG MI 85G
DONUTS MELHOR BOCADO 70G BAVARIAN,1-BENS DE CONSUMO,6-MERCEARIA,25-PADARIA E CONFEITARIA PADARIA E CONFEITARIA FRESCA
PAO DE MEL BAUDUCCO 240G AO LEITE,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PAO DE MEL BAUDUCCO 240GAO LEITE
PAO DE MEL BOLAMEL 300G ACUCARADA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PAO DE MEL BOLAMEL 300GACUCARADA
OVO PASC FERRERO ROCHER 137 5G-CX,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES OVO PASC FERRERO ROCHER 1375G-CX
OVO PASCOA GAROTO SER.AMOR 196 5G,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES OVO PASCOA GAROTO SER.AMOR 1965G
OVO PASCOA TALENTO 350G CAST PARA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES OVO PASCOA TALENTO 350GCAST PARA
PIPOCA MICR YOKI 130G COBERT CHOC,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES PIPOCA MICR YOKI 130G COBERTCHOC
LASANHA FORNO DE MINAS 600G 4 QJO,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES LASANHA FORNO DE MINAS 600G4 QJO
LASANHA SADIA 600G PEITO PERU DEF,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES LASANHA SADIA 600GPEITO PERU DEF
TORRADA BAUDUCCO 142G TRADICIONAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA BAUDUCCO 142GTRADICIONAL
TORRADA BAUDUCCO 284G TRADICIONAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA BAUDUCCO 284GTRADICIONAL
TORRADA CEREALE 128G AZEITE/ERVAS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA CEREALE 128GAZEITE/ERVAS
TORRADA CEREALE 128G MULTICEREAIS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA CEREALE 128GMULTICEREAIS
TORRADA CROCANTISSIMO 40g QJO/CEB,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA CROCANTISSIMO 40gQJO/CEB
TORRADA FORTALEZA 142g MULTIGRAOS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA FORTALEZA 142gMULTIGRAOS
TORRADA VITARELLA 142g MULTIGRAOS,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES TORRADA VITARELLA 142gMULTIGRAOS
BATATA PALHA CRAC 100G EXTRA FINA,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BATATA PALHA CRAC 100GEXTRA FINA
BATATA PALHA CRAC 70G TRADICIONAL,1-BENS DE CONSUMO,6-MERCEARIA,17-DOCES BATATA PALHA CRAC 70GTRADICIONAL
PROTEINA SOJA CAMIL 400G FGO,1-BENS DE CONSUMO,6-MERCEARIA,20-GRAOS SOJA PROTEINA SOJA CAMIL 400GFGO
NISI FEIJ C BENTO 0 075,1-BENS DE CONSUMO,6-MERCEARIA,21-MASSAS MACARRAO NISI FEIJ C BENTO 0075
AGUA BIOLEVE 510ML S/GAS AZUL,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA BIOLEVE 510ML S/GASAZUL
AGUA M PORTO REAL S/GAS 1 5LT,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA M PORTO REAL S/GAS 15LT
AGUA MIN CG SARANDI 1.5L 1 5L,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN CG SARANDI 1.5L 15L
AGUA MIN CRYSTAL 1 5L-PET C/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN CRYSTAL 15L-PET C/G
AGUA MIN CRYSTAL 1 5L-PET S/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN CRYSTAL 15L-PET S/G
AGUA MIN IGARAPE 1 5L-PET S/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN IGARAPE 15L-PET S/G
AGUA MIN MINALBA 1 5L-PET C/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN MINALBA 15L-PET C/G
AGUA MIN MINALBA 1 5L-PET S/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN MINALBA 15L-PET S/G
AGUA MIN MINALBA 2 5L-PET S/G,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MIN MINALBA 25L-PET S/G
AGUA MINERAL PRATA C/GAS 1 5L,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA MINERAL PRATA C/GAS 15L
AGUA SAO LOURENCO 1 26L C/GAS,1-BENS DE CONSUMO,17-AGUA MINERAL,54-AGUA AGUA AGUA SAO LOURENCO 126L C/GAS
CHOPP IPA VENTO N 1 5L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CHOPP IPA VENTO N 15L
CHOPP PILSEN VENT 1 5L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CHOPP PILSEN VENT 15L
CHOPP RED ALE VEN 1 5L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,55-CERVEJAS CERVEJA CHOPP RED ALE VEN 15L
WHISKY BUCHANANS 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY BUCHANANS 1L
WHISKY OLD EIGHT 1L,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOD WHISKYD WHISKY OLD EIGHT 1L
GIN INTENCION AZUL 0 900,1-BENS DE CONSUMO,18-BEBIDAS ALCOOLICAS,56-DESTILADOS GIN GIN INTENCION AZUL 0900
BEB MAQ D.GUSTO C/16 CORTADO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE BEB MAQ D.GUSTO C/16 CORTADO
CAF AL EF MELITTA VERDE 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL EF MELITTA VERDE 250G
CAF AL TR CAJUBA INT MG 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL TR CAJUBA INT MG 500G
CAF AL TR MELITTA VERDE 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL TR MELITTA VERDE 250G
CAF AL TR NHA BENTA SBC 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF AL TR NHA BENTA SBC 500G
CAF SOL LOR VD ESPRESSO 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOL LOR VD ESPRESSO 100G
CAF SOL LT IGUACU IGUAC 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOL LT IGUACU IGUAC 100G
CAF SOL SH KIMIMO SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOL SH KIMIMO SACHET 50G
CAF SOLUVEL LIOF TRES SC 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAF SOLUVEL LIOF TRES SC 50G
CAFE 3 CORACOES C/LEITE 330G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE 3 CORACOES C/LEITE 330G
CAFE ALM EX FORTE PILAO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM EX FORTE PILAO 500G
CAFE ALM TRAD EXCELSIOR 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM TRAD EXCELSIOR 500G
CAFE ALM TRAD PILAO BAG 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM TRAD PILAO BAG 250G
CAFE ALM TRAD PILAO BAG 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALM TRAD PILAO BAG 500G
CAFE ALMOF MORRO GRANDE 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF MORRO GRANDE 500g
CAFE ALMOF PIRACICABANO 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF PIRACICABANO 500g
CAFE ALMOF TRAD CAICARA 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF TRAD CAICARA 500g
CAFE ALMOF TRAD JAGUARI 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE ALMOF TRAD JAGUARI 500g
CAFE C/LEITE 3 CORACOES 330G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE 3 CORACOES 330G
CAFE C/LEITE PO MELITTA 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE C/LEITE PO MELITTA 200G
CAFE CABOCLO 500G POUCH TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CABOCLO 500G POUCH TRAD
CAFE CAPITAL TRAD ALMOF 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPITAL TRAD ALMOF 250G
CAFE CAPPUC MARATA CHOC 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUC MARATA CHOC 200G
CAFE CAPPUC MARATA TRAD 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPPUC MARATA TRAD 200G
CAFE CAPS 3C CAPUCCINO 10 UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS 3C CAPUCCINO 10 UN
CAFE CAPS 3C COM LEITE 10 UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS 3C COM LEITE 10 UN
CAFE CAPS LOR COLOMBIA 10 UN,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS LOR COLOMBIA 10 UN
CAFE CAPS ORFEU  INTENSO 10N,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE CAPS ORFEU  INTENSO 10N
CAFE COM LEITE NESCAFE 130ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE COM LEITE NESCAFE 130ML
CAFE DAMASCO PC 500G INTENSO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DAMASCO PC 500G INTENSO
CAFE DESCAF 3CORACOES RF 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DESCAF 3CORACOES RF 50G
CAFE DONA FILINHA ALMOF 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE DONA FILINHA ALMOF 250G
CAFE EVOLUTTO 500G EXT FORTE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EVOLUTTO 500G EXT FORTE
CAFE EXPRESSO  NESCAFE 50 ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE EXPRESSO  NESCAFE 50 ML
CAFE GRAO EXPRESSO PILAO 1KG,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE GRAO EXPRESSO PILAO 1KG
CAFE GRAOS MORRO GRANDE 500g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE GRAOS MORRO GRANDE 500g
CAFE LEITE 3CORACOES RF 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE LEITE 3CORACOES RF 100G
CAFE MELITTA 500G POUCH TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELITTA 500G POUCH TRAD
CAFE MELLITA TRAD POUCH 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MELLITA TRAD POUCH 250G
CAFE MOIDO CABOCLO AVAC 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO CABOCLO AVAC 250G
CAFE MOIDO CABOCLO AVAC 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO CABOCLO AVAC 500G
CAFE MOIDO LOR DELICADO 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO LOR DELICADO 250G
CAFE MOIDO MARATA ALMOF 100G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO MARATA ALMOF 100G
CAFE MOIDO MARATA ALMOF 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MOIDO MARATA ALMOF 250G
CAFE MORRO GRANDE 250G ALMOF,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MORRO GRANDE 250G ALMOF
CAFE MORRO GRANDE 500G ALMOF,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MORRO GRANDE 500G ALMOF
CAFE MORRO GRANDE 500G VACUO,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE MORRO GRANDE 500G VACUO
CAFE NESCAFE DOLCA SACHE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE DOLCA SACHE 50G
CAFE NESCAFE SOLUV DOLCA 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE NESCAFE SOLUV DOLCA 50G
CAFE PILAO 252 GRAUS PC 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PILAO 252 GRAUS PC 500G
CAFE PILAO DESCAFEINADO 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PILAO DESCAFEINADO 250G
CAFE PILAO SOLUVEL SACHE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PILAO SOLUVEL SACHE 50G
CAFE PIRACICABANO 500G ALMOF,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PIRACICABANO 500G ALMOF
CAFE PO CABOCLO 500G-PC TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO CABOCLO 500G-PC TRAD
CAFE PO LETICIA 500G PC TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO LETICIA 500G PC TRAD
CAFE PO MELITTA 500G PC TRAD,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO MELITTA 500G PC TRAD
CAFE PO RANCHEIRO ALMOF 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO RANCHEIRO ALMOF 500G
CAFE PO TRIANGULO ALMOF 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PO TRIANGULO ALMOF 500G
CAFE POUCH TRAD MELITTA 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE POUCH TRAD MELITTA 500G
CAFE PURO SOLUVEL SACHET 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE PURO SOLUVEL SACHET 50G
CAFE SALTO GRANDE 500G ALMOF,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SALTO GRANDE 500G ALMOF
CAFE SANTA CLARA DESCAF 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SANTA CLARA DESCAF 250G
CAFE SOL IGUACU SCH L60 P50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL IGUACU SCH L60 P50G
CAFE SOL ORIG NESCAFE SC 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL ORIG NESCAFE SC 50G
CAFE SOL PIMPINELA REFIL 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL PIMPINELA REFIL 50G
CAFE SOL PIMPINELA SACHE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL PIMPINELA SACHE 50G
CAFE SOL TRAD NESCAFE SC 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOL TRAD NESCAFE SC 50G
CAFE SOLUV LOR 50G CLASSIQUE,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUV LOR 50G CLASSIQUE
CAFE SOLUVEL PILAO SACHE 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL PILAO SACHE 50G
CAFE SOLUVEL SACHE DOLCA 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE SOLUVEL SACHE DOLCA 50G
CAFE TM BAGGIO CARAMELO 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM BAGGIO CARAMELO 250G
CAFE TM MOKA EX FORTE 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM MOKA EX FORTE 500 GR
CAFE TM PELE EX FORTE 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PELE EX FORTE 500 GR
CAFE TM PILAO 252 VACUO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PILAO 252 VACUO 500G
CAFE TM PILAO INTENSO 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PILAO INTENSO 500 GR
CAFE TM PRIMA QUALITA 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM PRIMA QUALITA 500 GR
CAFE TM SANTA CLARA PCT 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TM SANTA CLARA PCT 500G
CAFE TOR M EVOLUTTO PCT 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE TOR M EVOLUTTO PCT 250G
CAFE VAC CABOCLO TRAD 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC CABOCLO TRAD 500 GR
CAFE VAC DAMASCO TRAD 500 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC DAMASCO TRAD 500 GR
CAFE VAC DESCAF MELITTA 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC DESCAF MELITTA 250G
CAFE VAC EX FORTE PILAO 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC EX FORTE PILAO 500G
CAFE VAC TRAD 3CORACOES 500G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VAC TRAD 3CORACOES 500G
CAFE VACUO PURO MELITTA 250g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAFE VACUO PURO MELITTA 250g
CAPP CHOC MELITTA VERDE 200G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPP CHOC MELITTA VERDE 200G
CAPPUCCINO 3C CLASSIC 400 GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO 3C CLASSIC 400 GR
CAPPUCCINO MELITTA 200G CHOC,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO MELITTA 200G CHOC
CAPPUCCINO MELITTA CHOC 200g,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCCINO MELITTA CHOC 200g
CAPPUCINO TRES CORACOES 1 KG,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPPUCINO TRES CORACOES 1 KG
CAPS NSP STARBUCKS VERONA 10,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPS NSP STARBUCKS VERONA 10
CAPSULA BAUNILHA TOPCHEF 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPSULA BAUNILHA TOPCHEF 50G
CAPSULA CARAMELO TOPCHEF 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE CAPSULA CARAMELO TOPCHEF 50G
DG CHOCOCINO ALPINO C/12CAPS,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE DG CHOCOCINO ALPINO C/12CAPS
DOLCE GUSTO LATTE MAC 16CAPS,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE DOLCE GUSTO LATTE MAC 16CAPS
DOLCE GUSTO MCHCCNCANL 16CAP,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE DOLCE GUSTO MCHCCNCANL 16CAP
NESCAFE CAFE C/LEITE LT 330G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE NESCAFE CAFE C/LEITE LT 330G
NESCAFE TRADICAO VIDRO 230GR,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE NESCAFE TRADICAO VIDRO 230GR
QA PR CAPSULA CAFE AVELA 50G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,58-CAFE CAFE QA PR CAPSULA CAFE AVELA 50G
BOLDO TAPAJOS 10G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA POR INFUSAO BOLDO TAPAJOS 10G
CHA ERVA DOCE 20G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA POR INFUSAO CHA ERVA DOCE 20G
CHA ERVA DOCE 30G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA POR INFUSAO CHA ERVA DOCE 30G
CHA LEAO MACA 16G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA POR INFUSAO CHA LEAO MACA 16G
CHA RIO CAPIM SANTO 1L,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA PRONTO CHA RIO CAPIM SANTO 1L
MATTE LEAO GRANEL 250G,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA PRONTO MATTE LEAO GRANEL 250G
MATTE LEAO LIMAO 300ML,1-BENS DE CONSUMO,19-CAFE CHA E BEBIDAS QUENTES,59-CHAS CHA PRONTO MATTE LEAO LIMAO 300ML
AMAC YPE L5L P4 5L,1-BENS DE CONSUMO,32-PRODUTOS DE LIMPEZA,79-LAVANDERIA AMACIANTE AMAC YPE L5L P45L
T BANHO TRIUNFO BRANCO UN,2-CASA E CONSTRUCAO,38-CAMA MESA E BANHO,93-BANHO TOALHA T BANHO TRIUNFO BRANCO UN
